1	1000	0.110704	0.00295433	1	1
2	1000	0.0583398	0.00130231	1.897572498	0.9487862488387
3	1000	0.0401865	0.00174517	2.75475595	0.918251983460449
4	1000	0.0312798	0.00112201	3.539153064	0.884788265909629
5	1000	0.0266996	0.00140372	4.146279345	0.829255869001783
6	1000	0.0230167	0.000546511	4.809725113	0.801620852105935
7	1000	0.020844	0.000145246	5.311072731	0.758724675823122
8	1000	0.0214496	0.00564714	5.161121886	0.645140235715351
9	1000	0.0319959	0.00144602	3.459943305	0.38443814502622
10	1000	0.0254415	0.00017626	4.351315764	0.435131576361457
11	1000	0.0268769	0.00265535	4.118927406	0.374447946005678
12	1000	0.0283683	0.00107648	3.902383999	0.325198666586765
